country,name,releaseDate,issue,produce,theaterCount,tickets,ticketChangeRate,amounts,totalTickets,totalAmounts,start,end
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,709,0.015759312,68519,929779,244389049,2022-08-15 00:00:00,2022-08-21 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",4,698,0.740648379,56336,929070,244320530,2022-08-08 00:00:00,2022-08-14 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",3,401,12.82758621,28164,928372,244264194,2022-08-01 00:00:00,2022-08-07 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",2,29,-0.666666667,6890,927971,244236030,2022-07-25 00:00:00,2022-07-31 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",3,87,-0.589622642,21590,927942,244229140,2022-07-18 00:00:00,2022-07-24 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",4,212,-0.709589041,51684,927855,244207550,2022-07-11 00:00:00,2022-07-17 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",34,730,-0.750853242,176409,927643,244155866,2022-07-04 00:00:00,2022-07-10 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",48,2930,-0.524890546,732029,926913,243979457,2022-06-27 00:00:00,2022-07-03 00:00:00
日本,鈴芽之旅,2023-02-25T00:00:00,車庫娛樂股份有限公司,"TOHO CO., LTD.",69,7201,-0.18105311,1906600,931996,243850031,2023-05-08 00:00:00,2023-05-14 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",69,6167,-0.537289916,1539323,923983,243247428,2022-06-20 00:00:00,2022-06-26 00:00:00
日本,鈴芽之旅,2023-02-25T00:00:00,車庫娛樂股份有限公司,"TOHO CO., LTD.",69,8793,-0.435839856,2258322,924795,241943431,2023-05-01 00:00:00,2023-05-07 00:00:00
中華民國,月老,2021-11-24T00:00:00,麻吉砥加電影有限公司,"麻吉砥加電影有限公司,禾豐九路娛樂有限公司,良人行影業有限公司,居爾一拳有限公司,樂到家國際娛樂股份有限公司,聚星文創娛樂事業股份有限公司,國賓影城股份有限公司,能率影業股份有限公司,HIVE FILMWORKS INC.",98,75180,-0.183651309,18167789,995759,241713751,2021-12-27 00:00:00,2022-01-02 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",88,13328,-0.445682915,3302277,917816,241708105,2022-06-13 00:00:00,2022-06-19 00:00:00
美國,黑豹 2：瓦干達萬歲,2022-11-09T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",98,43575,-0.450767602,11742153,894238,241696478,2022-12-05 00:00:00,2022-12-11 00:00:00
日本,鈴芽之旅,2023-02-25T00:00:00,車庫娛樂股份有限公司,"TOHO CO., LTD.",73,15586,-0.311694047,4268940,916002,239685109,2023-04-24 00:00:00,2023-04-30 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",95,24044,-0.54491426,6005210,904488,238405828,2022-06-06 00:00:00,2022-06-12 00:00:00
日本,鈴芽之旅,2023-02-25T00:00:00,車庫娛樂股份有限公司,"TOHO CO., LTD.",73,22644,-0.268628274,6066130,900416,235416169,2023-04-17 00:00:00,2023-04-23 00:00:00
美國,超級瑪利歐兄弟電影版,2023-04-05T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,101,127903,-0.363638173,32155693,915374,232808460,2023-04-24 00:00:00,2023-04-30 00:00:00
美國,玩命關頭 X,2023-05-17T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,100,384824,-0.20387281,102914602,867803,232490142,2023-05-22 00:00:00,2023-05-28 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",95,52834,-0.189960751,13211086,880444,232400618,2022-05-30 00:00:00,2022-06-05 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",1,19,-0.677966102,4740,893940,232320958,2022-09-05 00:00:00,2022-09-11 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",2,59,-0.49137931,15540,893921,232316218,2022-08-29 00:00:00,2022-09-04 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",2,116,0.064220183,27981,893862,232300678,2022-08-22 00:00:00,2022-08-28 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",2,109,-0.084033613,26894,893746,232272697,2022-08-15 00:00:00,2022-08-21 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",2,119,0.279569892,30980,893637,232245803,2022-08-08 00:00:00,2022-08-14 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",2,93,-0.284615385,22940,893518,232214823,2022-08-01 00:00:00,2022-08-07 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",2,130,0.101694915,33274,893425,232191883,2022-07-25 00:00:00,2022-07-31 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",2,118,0.18,28792,893295,232158609,2022-07-18 00:00:00,2022-07-24 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",2,100,-0.494949495,25692,893177,232129817,2022-07-11 00:00:00,2022-07-17 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",3,198,0.214723926,48269,893077,232104125,2022-07-04 00:00:00,2022-07-10 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",2,163,-0.041176471,39842,892879,232055856,2022-06-27 00:00:00,2022-07-03 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",3,170,-0.194312796,43428,892716,232016014,2022-06-20 00:00:00,2022-06-26 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",3,211,0.159340659,53961,892546,231972586,2022-06-13 00:00:00,2022-06-19 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",5,182,-0.475504323,47327,892335,231918625,2022-06-06 00:00:00,2022-06-12 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",6,347,0.230496454,89447,892153,231871298,2022-05-30 00:00:00,2022-06-05 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",7,282,-0.220994475,74576,891806,231781851,2022-05-23 00:00:00,2022-05-29 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",12,362,-0.345388788,93936,891524,231707275,2022-05-16 00:00:00,2022-05-22 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",23,553,-0.543729373,138302,891162,231613339,2022-05-09 00:00:00,2022-05-15 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",54,1212,-0.572486772,292940,890609,231475037,2022-05-02 00:00:00,2022-05-08 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",55,2835,-0.008741259,685168,889397,231182097,2022-04-25 00:00:00,2022-05-01 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",56,2860,-0.450844854,700255,886562,230496929,2022-04-18 00:00:00,2022-04-24 00:00:00
美國,黑豹 2：瓦干達萬歲,2022-11-09T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",97,79338,-0.414920134,21477361,850663,229954325,2022-11-28 00:00:00,2022-12-04 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",65,5208,-0.75138438,1338984,883702,229796674,2022-04-11 00:00:00,2022-04-17 00:00:00
日本,鈴芽之旅,2023-02-25T00:00:00,車庫娛樂股份有限公司,"TOHO CO., LTD.",75,30961,-0.680316782,8269516,877772,229350039,2023-04-10 00:00:00,2023-04-16 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",69,20948,-0.224550233,5317070,878494,228457690,2022-04-04 00:00:00,2022-04-10 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,2,27,-0.82,7531,849294,227143631,2023-06-19 00:00:00,2023-06-25 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,5,150,-0.402390438,39955,849267,227136100,2023-06-12 00:00:00,2023-06-18 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,9,251,-0.545289855,64386,849117,227096145,2023-06-05 00:00:00,2023-06-11 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,13,552,-0.649078195,144025,848866,227031759,2023-05-29 00:00:00,2023-06-04 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,39,1573,-0.410861423,399513,848314,226887734,2023-05-22 00:00:00,2023-05-28 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,60,2670,-0.564081633,694496,846741,226488221,2023-05-15 00:00:00,2023-05-21 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,70,6125,-0.57926913,1605838,844071,225793725,2023-05-08 00:00:00,2023-05-14 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,20,-0.692307692,1100,862955,225303582,2022-11-21 00:00:00,2022-11-27 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",1,65,-0.563758389,3575,862935,225302482,2022-11-14 00:00:00,2022-11-20 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,149,-0.439849624,13755,862870,225298907,2022-11-07 00:00:00,2022-11-13 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,266,-0.222222222,26265,862721,225285152,2022-10-31 00:00:00,2022-11-06 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,342,-0.338491296,32410,862455,225258887,2022-10-24 00:00:00,2022-10-30 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,517,-0.437431991,49489,862113,225226477,2022-10-17 00:00:00,2022-10-23 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,919,0.37987988,89094,861596,225176988,2022-10-10 00:00:00,2022-10-16 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",5,666,1,61694,860677,225087894,2022-10-03 00:00:00,2022-10-09 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",10,92,-0.84717608,22930,860011,225026200,2022-09-05 00:00:00,2022-09-11 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",19,602,-0.664623955,154803,859919,225003270,2022-08-29 00:00:00,2022-09-04 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",37,1795,-0.65547025,453520,859317,224848467,2022-08-22 00:00:00,2022-08-28 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",76,5210,-0.565724765,1290594,857522,224394947,2022-08-15 00:00:00,2022-08-21 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,72,14558,-0.322537112,3904426,837946,224187887,2023-05-01 00:00:00,2023-05-07 00:00:00
美國,捍衛戰士: 獨行俠,2022-05-23T00:00:00,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,96,508795,0.73735556,142244324,801651,223663806,2022-05-30 00:00:00,2022-06-05 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,400,-0.173553719,53600,714523,223566763,2023-11-20 00:00:00,2023-11-26 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,484,-0.29136164,60927,714123,223513163,2023-11-13 00:00:00,2023-11-19 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,7,683,-0.277248677,83487,713639,223452236,2023-11-06 00:00:00,2023-11-12 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,945,-0.254143646,144407,712956,223368749,2023-10-30 00:00:00,2023-11-05 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,1267,0.343584305,200815,712011,223224342,2023-10-23 00:00:00,2023-10-29 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",69,27014,-0.430864848,6835814,857546,223140620,2022-03-28 00:00:00,2022-04-03 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",90,11997,-0.542762406,3020936,852312,223104353,2022-08-08 00:00:00,2022-08-14 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,943,-0.306617647,149303,710744,223023527,2023-10-16 00:00:00,2023-10-22 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,13,1360,-0.253157606,394943,709801,222874224,2023-10-09 00:00:00,2023-10-15 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,25,1821,-0.449682684,539964,708441,222479281,2023-10-02 00:00:00,2023-10-08 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,45,3309,-0.479471449,1006437,706620,221939317,2023-09-25 00:00:00,2023-10-01 00:00:00
日本,鈴芽之旅,2023-02-25T00:00:00,車庫娛樂股份有限公司,"TOHO CO., LTD.",76,96849,0.40131379,24678659,846811,221080523,2023-04-03 00:00:00,2023-04-09 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,55,6357,-0.22692448,2052134,703311,220932880,2023-09-18 00:00:00,2023-09-24 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,73,21489,-0.448575828,5841409,823388,220283461,2023-04-24 00:00:00,2023-04-30 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",95,26238,-0.547417808,6551738,840315,220083417,2022-08-01 00:00:00,2022-08-07 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",95,65224,-0.449033206,16640114,827610,219189532,2022-05-23 00:00:00,2022-05-29 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,70,8223,-0.469244175,2658500,696954,218880746,2023-09-11 00:00:00,2023-09-17 00:00:00
美國,侏羅紀世界: 統霸天下,2022-06-08T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,96,317081,-0.358562819,84655491,811119,217054948,2022-06-13 00:00:00,2022-06-19 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",70,47465,-0.360981717,12534940,830532,216304806,2022-03-21 00:00:00,2022-03-27 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,75,15493,-0.433093051,4917079,688731,216222246,2023-09-04 00:00:00,2023-09-10 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,74,38970,-0.392451242,10473829,801899,214442052,2023-04-17 00:00:00,2023-04-23 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",96,57974,-0.466375803,14617862,814077,213531679,2022-07-25 00:00:00,2022-07-31 00:00:00
美國,不可能的任務：致命清算 第一章,2023-07-08T00:00:00,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,100,513247,1.234909645,147139959,741910,212785431,2023-07-10 00:00:00,2023-07-16 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,81,27329,-0.364500977,8588239,673238,211305167,2023-08-28 00:00:00,2023-09-03 00:00:00
美國,黑豹 2：瓦干達萬歲,2022-11-09T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",97,135602,-0.485635171,36728593,771325,208476964,2022-11-21 00:00:00,2022-11-27 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,74,64143,-0.667085342,17126073,762929,203968223,2023-04-10 00:00:00,2023-04-16 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",71,74278,-0.419013203,19795934,783067,203769866,2022-03-14 00:00:00,2022-03-20 00:00:00
中華民國,關於我和鬼變成家人的那件事,2023-02-10T00:00:00,威視股份有限公司,"伯樂影業股份有限公司 ,金盞花大影業股份有限公司 ,中環國際娛樂事業股份有限公司 ,良人行影業有限公司 ,宏將影業有限公司 ,聚星文創娛樂事業股份有限公司 ,滿滿額娛樂股份有限公司 ,東森電視事業股份有限公司 ,眾合千澄影視文化傳媒有限公司,瀚草影視文化事業股份有限公司,英雄旅程股份有限公司 ",102,313488,-0.040969163,77398883,825854,203761633,2023-02-20 00:00:00,2023-02-26 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,89,43004,-0.252039308,13281248,645909,202716928,2023-08-21 00:00:00,2023-08-27 00:00:00
美國,奇異博士2：失控多重宇宙,2022-05-04T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",95,118381,-0.480251662,31369039,762386,202549418,2022-05-16 00:00:00,2022-05-22 00:00:00
美國,超級瑪利歐兄弟電影版,2023-04-05T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,101,200991,-0.109599479,51014807,787471,200652767,2023-04-17 00:00:00,2023-04-23 00:00:00
美國,雷神索爾：愛與雷霆,2022-07-06T00:00:00,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",96,108642,-0.543745302,27904928,756103,198913817,2022-07-18 00:00:00,2022-07-24 00:00:00
日本,鈴芽之旅,2023-02-25T00:00:00,車庫娛樂股份有限公司,"TOHO CO., LTD.",76,69113,-0.136109097,17383085,749962,196401864,2023-03-27 00:00:00,2023-04-02 00:00:00
美國,奧本海默,2023-07-21T00:00:00,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,98,57495,-0.379760081,17461074,602905,189435680,2023-08-14 00:00:00,2023-08-20 00:00:00
美國,捍衛任務4,2023-03-22T00:00:00,車庫娛樂股份有限公司,RELAY MOTION KFT.,74,192671,-0.150645377,51158672,698786,186842150,2023-04-03 00:00:00,2023-04-09 00:00:00
日本,劇場版 咒術迴戰 0,2022-02-24T00:00:00,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co.,Ltd.",71,127848,-0.541484058,32543526,708789,183973932,2022-03-07 00:00:00,2022-03-13 00:00:00
美國,Barbie芭比,2023-07-20T00:00:00,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,666,0.761904762,60085,709176,183903585,2023-11-20 00:00:00,2023-11-26 00:00:00
美國,Barbie芭比,2023-07-20T00:00:00,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,378,1.470588235,26055,708510,183843500,2023-11-13 00:00:00,2023-11-19 00:00:00
美國,Barbie芭比,2023-07-20T00:00:00,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,153,0.167938931,19190,708132,183817445,2023-11-06 00:00:00,2023-11-12 00:00:00
美國,Barbie芭比,2023-07-20T00:00:00,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,131,-0.51119403,19970,707979,183798255,2023-10-30 00:00:00,2023-11-05 00:00:00
美國,Barbie芭比,2023-07-20T00:00:00,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,268,1.25210084,57910,707848,183778285,2023-10-23 00:00:00,2023-10-29 00:00:00
美國,Barbie芭比,2023-07-20T00:00:00,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,119,-0.386597938,28020,707580,183720375,2023-10-16 00:00:00,2023-10-22 00:00:00
美國,Barbie芭比,2023-07-20T00:00:00,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,194,-0.163793103,50015,707461,183692355,2023-10-09 00:00:00,2023-10-15 00:00:00
日本,名偵探柯南 黑鐵的魚影,2023-07-06T00:00:00,普威爾國際股份有限公司,株式会社トムス・エンタテインメント,1,21,-0.222222222,5740,717439,183687118,2023-11-20 00:00:00,2023-11-26 00:00:00
日本,名偵探柯南 黑鐵的魚影,2023-07-06T00:00:00,普威爾國際股份有限公司,株式会社トムス・エンタテインメント,2,27,-0.564516129,7310,717418,183681378,2023-11-13 00:00:00,2023-11-19 00:00:00
日本,名偵探柯南 黑鐵的魚影,2023-07-06T00:00:00,普威爾國際股份有限公司,株式会社トムス・エンタテインメント,2,62,-0.088235294,16540,717391,183674068,2023-11-06 00:00:00,2023-11-12 00:00:00
日本,名偵探柯南 黑鐵的魚影,2023-07-06T00:00:00,普威爾國際股份有限公司,株式会社トムス・エンタテインメント,3,68,-0.160493827,17330,717329,183657528,2023-10-30 00:00:00,2023-11-05 00:00:00
美國,Barbie芭比,2023-07-20T00:00:00,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,232,-0.739325843,59421,707267,183642340,2023-10-02 00:00:00,2023-10-08 00:00:00
日本,名偵探柯南 黑鐵的魚影,2023-07-06T00:00:00,普威爾國際股份有限公司,株式会社トムス・エンタテインメント,3,81,-0.711743772,20410,717261,183640198,2023-10-23 00:00:00,2023-10-29 00:00:00
日本,名偵探柯南 黑鐵的魚影,2023-07-06T00:00:00,普威爾國際股份有限公司,株式会社トムス・エンタテインメント,7,281,-0.390455531,64656,717180,183619788,2023-10-16 00:00:00,2023-10-22 00:00:00
美國,Barbie芭比,2023-07-20T00:00:00,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,25,890,-0.667414051,262743,707035,183582919,2023-09-25 00:00:00,2023-10-01 00:00:00
日本,名偵探柯南 黑鐵的魚影,2023-07-06T00:00:00,普威爾國際股份有限公司,株式会社トムス・エンタテインメント,9,461,0.06712963,115317,716899,183555132,2023-10-09 00:00:00,2023-10-15 00:00:00
